a_index	a_enable	a_name	a_name	a_name	a_name
408	1	Xylo Gun	Xylo Gun	Xylo Gun	Xylo Gun
409	1	Sigma Rifle	Sigma Rifle	Sigma Rifle	Sigma Rifle
410	1	Crypto Rifle	Crypto Rifle	Crypto Rifle	Crypto Rifle
411	1	Purity Hair Band	Purity Hair Band	Purity Hair Band	Purity Hair Band
412	1	Prosperity Hat	Prosperity Hat	Prosperity Hat	Prosperity Hat
413	1	Mercy Hair Band	Mercy Hair Band	Mercy Hair Band	Mercy Hair Band
414	1	Hope Hair Band	Hope Hair Band	Hope Hair Band	Hope Hair Band
415	1	Passion Hair Band	Passion Hair Band	Passion Hair Band	Passion Hair Band
416	1	Purity Shirt	Purity Shirt	Purity Shirt	Purity Shirt
417	1	Shirt of Wealth	Shirt of Wealth	Shirt of Wealth	Shirt of Wealth
418	1	Mercy Shirt	Mercy Shirt	Mercy Shirt	Mercy Shirt
419	1	Hope Shirt	Hope Shirt	Hope Shirt	Hope Shirt
420	1	Passion Shirt	Passion Shirt	Passion Shirt	Passion Shirt
421	1	Purity Pants	Purity Pants	Purity Pants	Purity Pants
422	1	Pants of Wealth	Pants of Wealth	Pants of Wealth	Pants of Wealth
423	1	Mercy Pants	Mercy Pants	Mercy Pants	Mercy Pants
424	1	Hope Pants	Hope Pants	Hope Pants	Hope Pants
425	1	Passion Pants	Passion Pants	Passion Pants	Passion Pants
426	1	Purity Shoes	Purity Shoes	Purity Shoes	Purity Shoes
427	1	Shoes of Wealth	Shoes of Wealth	Shoes of Wealth	Shoes of Wealth
428	1	Mercy Shoes	Mercy Shoes	Mercy Shoes	Mercy Shoes
429	1	Hope Shoes	Hope Shoes	Hope Shoes	Hope Shoes
430	1	Passion Shoes	Passion Shoes	Passion Shoes	Passion Shoes
431	1	Bee Swarm Anel	Bee Swarm Anel	Bee Swarm Anel	Bee Swarm Anel
432	1	Butterfly Anel	Butterfly Anel	Butterfly Anel	Butterfly Anel
433	1	Korean Wear	Korean Wear	Korean Wear	Korean Wear
434	1	Korean Pants	Korean Pants	Korean Pants	Korean Pants
435	1	Chocolate	Chocolate	Chocolate	Chocolate
436	1	Chocolate box	Chocolate box	Chocolate box	Chocolate box
437	1	Candy	Candy	Candy	Candy
438	1	White Candy	White Candy	White Candy	White Candy
439	1	Purple Anel	Purple Anel	Purple Anel	Purple Anel
440	1	Poison Moth Anel	Poison Moth Anel	Poison Moth Anel	Poison Moth Anel
441	1	GM White Helmet	GM White Helmet	GM White Helmet	GM White Helmet
442	1	GM White Armor	GM White Armor	GM White Armor	GM White Armor
443	1	GM White Pants	GM White Pants	GM White Pants	GM White Pants
444	1	GM White Boots	GM White Boots	GM White Boots	GM White Boots
445	1	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida
446	1	Magic Amuleto	Magic Amuleto	Magic Amuleto	Magic Amuleto
447	1	Stamina Amuleto	Stamina Amuleto	Stamina Amuleto	Stamina Amuleto
448	1	Electric Amuleto	Electric Amuleto	Electric Amuleto	Electric Amuleto
449	0	Useless Amuleto	Useless Amuleto	Useless Amuleto	Useless Amuleto
450	1	Titan Anel	Titan Anel	Titan Anel	Titan Anel
451	1	Athens Anel	Athens Anel	Athens Anel	Athens Anel
452	1	Hercules Anel	Hercules Anel	Hercules Anel	Hercules Anel
453	1	Artemis Anel	Artemis Anel	Artemis Anel	Artemis Anel
454	1	Zeus Anel	Zeus Anel	Zeus Anel	Zeus Anel
455	1	Alchemist Bracelet	Alchemist Bracelet	Alchemist Bracelet	Alchemist Bracelet
456	1	Explorer Bracelet	Explorer Bracelet	Explorer Bracelet	Explorer Bracelet
457	1	Merchant Bracelet	Merchant Bracelet	Merchant Bracelet	Merchant Bracelet
458	1	Planner Bracelet	Planner Bracelet	Planner Bracelet	Planner Bracelet
459	1	Victory Blade	Victory Blade	Victory Blade	Victory Blade
460	1	Wing Sword	Wing Sword	Wing Sword	Wing Sword
461	1	Blood Axe	Blood Axe	Blood Axe	Blood Axe
462	1	Half Moon Axe	Half Moon Axe	Half Moon Axe	Half Moon Axe
463	1	Knife Edge Axe	Knife Edge Axe	Knife Edge Axe	Knife Edge Axe
464	1	Power Gun	Power Gun	Power Gun	Power Gun
465	1	Ranger	Ranger	Ranger	Ranger
466	1	Laser Shot Gun	Laser Shot Gun	Laser Shot Gun	Laser Shot Gun
467	1	Killer Rifle	Killer Rifle	Killer Rifle	Killer Rifle
468	1	Wiseman Staff	Wiseman Staff	Wiseman Staff	Wiseman Staff
469	1	Crystal Staff	Crystal Staff	Crystal Staff	Crystal Staff
470	1	Mega Vitality Potion	Mega Vitality Potion	Mega Vitality Potion	Mega Vitality Potion
471	1	Cyclone Blade	Cyclone Blade	Cyclone Blade	Cyclone Blade
472	1	Scream Axe	Scream Axe	Scream Axe	Scream Axe
473	1	Falcon Staff	Falcon Staff	Falcon Staff	Falcon Staff
474	1	Tornado Rifle	Tornado Rifle	Tornado Rifle	Tornado Rifle
475	1	Blood Helmet	Blood Helmet	Blood Helmet	Blood Helmet
476	1	Blizzard Cap	Blizzard Cap	Blizzard Cap	Blizzard Cap
477	1	Bionic Helmet	Bionic Helmet	Bionic Helmet	Bionic Helmet
478	1	Blood Armor	Blood Armor	Blood Armor	Blood Armor
479	1	Blizzard Shirt	Blizzard Shirt	Blizzard Shirt	Blizzard Shirt
480	1	Bionic Armor	Bionic Armor	Bionic Armor	Bionic Armor
481	1	Blood Pants	Blood Pants	Blood Pants	Blood Pants
482	1	Blizzard Pants	Blizzard Pants	Blizzard Pants	Blizzard Pants
483	1	Bionic Pants	Bionic Pants	Bionic Pants	Bionic Pants
484	1	Blood Boots	Blood Boots	Blood Boots	Blood Boots
485	1	Blizzard Shoes	Blizzard Shoes	Blizzard Shoes	Blizzard Shoes
486	1	Bionic Boots	Bionic Boots	Bionic Boots	Bionic Boots
487	0	Taekuk Mantle	Taekuk Mantle	Taekuk Mantle	Taekuk Mantle
488	1	Taekukgi	Taekukgi	Taekukgi	Taekukgi
489	0	Taekuk Wing	Taekuk Wing	Taekuk Wing	Taekuk Wing
490	1	Taekuk Box	Taekuk Box	Taekuk Box	Taekuk Box
491	1	Zazang Rice	Zazang Rice	Zazang Rice	Zazang Rice
492	1	Kimono shirt	Kimono shirt	Kimono shirt	Kimono shirt
493	1	Kimono pants	Kimono pants	Kimono pants	Kimono pants
494	1	Bottled Sake	Bottled Sake	Bottled Sake	Bottled Sake
495	1	Treasure Box	Treasure Box	Treasure Box	Treasure Box
496	1	Taekuk Cloak	Taekuk Cloak	Taekuk Cloak	Taekuk Cloak
497	1	Taekuk Wing	Taekuk Wing	Taekuk Wing	Taekuk Wing
498	1	Duke Helmet	Duke Helmet	Duke Helmet	Duke Helmet
499	1	Spell Cap	Spell Cap	Spell Cap	Spell Cap
500	1	Aqua Helmet	Aqua Helmet	Aqua Helmet	Aqua Helmet
501	1	Duke Armor	Duke Armor	Duke Armor	Duke Armor
502	1	Spell Shirt	Spell Shirt	Spell Shirt	Spell Shirt
503	1	Aqua Armor	Aqua Armor	Aqua Armor	Aqua Armor
504	1	Duke Pants	Duke Pants	Duke Pants	Duke Pants
505	1	Spell Pants	Spell Pants	Spell Pants	Spell Pants
506	1	Aqua Pants	Aqua Pants	Aqua Pants	Aqua Pants
507	1	Duke Shoes	Duke Shoes	Duke Shoes	Duke Shoes
508	1	Spell Shoes	Spell Shoes	Spell Shoes	Spell Shoes
509	1	Aqua Boots	Aqua Boots	Aqua Boots	Aqua Boots
510	1	Horn Bug Anel	Horn Bug Anel	Horn Bug Anel	Horn Bug Anel
511	1	Amond Candy	Amond Candy	Amond Candy	Amond Candy
512	1	Mega mana Potion	Mega mana Potion	Mega mana Potion	Mega mana Potion
513	1	Mega Stamina Potion	Mega Stamina Potion	Mega Stamina Potion	Mega Stamina Potion
514	1	Mega Electric Potion	Mega Electric Potion	Mega Electric Potion	Mega Electric Potion
515	1	Giga Vitality Potion	Giga Vitality Potion	Giga Vitality Potion	Giga Vitality Potion
516	1	Boldin Castle Warp	Boldin Castle Warp	Boldin Castle Warp	Boldin Castle Warp
517	1	Shilon Crystal	Shilon Crystal	Shilon Crystal	Shilon Crystal
518	1	Ninja Mask	Ninja Mask	Ninja Mask	Ninja Mask
519	1	Ninja Wear	Ninja Wear	Ninja Wear	Ninja Wear
520	1	Ninja Pants	Ninja Pants	Ninja Pants	Ninja Pants
521	1	Ametista Lv. 1	Ametista Lv. 1	Ametista Lv. 1	Ametista Lv. 1
522	1	Topazio Lv.1	Topazio Lv.1	Topazio Lv.1	Topazio Lv.1
523	1	Opala Lv.1	Opala Lv.1	Opala Lv.1	Opala Lv.1
524	1	Safira Lv.1	Safira Lv.1	Safira Lv.1	Safira Lv.1
525	1	Rubi Lv.1	Rubi Lv.1	Rubi Lv.1	Rubi Lv.1
526	1	Esmeralda Lv.1	Esmeralda Lv.1	Esmeralda Lv.1	Esmeralda Lv.1
527	1	Diamante Lv.1	Diamante Lv.1	Diamante Lv.1	Diamante Lv.1
528	1	Ametista Lv.2	Ametista Lv.2	Ametista Lv.2	Ametista Lv.2
529	1	Topazio Lv.2	Topazio Lv.2	Topazio Lv.2	Topazio Lv.2
530	1	Opala Lv.2	Opala Lv.2	Opala Lv.2	Opala Lv.2
531	1	Safira Lv.2	Safira Lv.2	Safira Lv.2	Safira Lv.2
532	1	Rubi Lv.2	Rubi Lv.2	Rubi Lv.2	Rubi Lv.2
533	1	Esmeralda Lv.2	Esmeralda Lv.2	Esmeralda Lv.2	Esmeralda Lv.2
534	1	Diamante Lv.2	Diamante Lv.2	Diamante Lv.2	Diamante Lv.2
535	1	Ametista Lv.3	Ametista Lv.3	Ametista Lv.3	Ametista Lv.3
536	1	Topazio Lv.3	Topazio Lv.3	Topazio Lv.3	Topazio Lv.3
537	1	Opala Lv.3	Opala Lv.3	Opala Lv.3	Opala Lv.3
538	1	Safira Lv.3	Safira Lv.3	Safira Lv.3	Safira Lv.3
539	1	Rubi Lv.3	Rubi Lv.3	Rubi Lv.3	Rubi Lv.3
540	1	Esmeralda Lv.3	Esmeralda Lv.3	Esmeralda Lv.3	Esmeralda Lv.3
541	1	Diamante Lv.3	Diamante Lv.3	Diamante Lv.3	Diamante Lv.3
542	0	Chajang Noodle	Chajang Noodle	Chajang Noodle	Chajang Noodle
543	1	Chajang Rice	Chajang Rice	Chajang Rice	Chajang Rice
544	1	Silver Fly Anel	Silver Fly Anel	Silver Fly Anel	Silver Fly Anel
545	1	Raven Anel	Raven Anel	Raven Anel	Raven Anel
546	1	Kynes Anel	Kynes Anel	Kynes Anel	Kynes Anel
547	1	Neosnake Anel	Neosnake Anel	Neosnake Anel	Neosnake Anel
548	1	Kaizen Anel	Kaizen Anel	Kaizen Anel	Kaizen Anel
549	1	Meta Cape	Meta Cape	Meta Cape	Meta Cape
550	1	Amiga Rune Stone	Amiga Rune Stone	Amiga Rune Stone	Amiga Rune Stone
551	1	Pedra Magica Gnome	Pedra Magica Gnome	Pedra Magica Gnome	Pedra Magica Gnome
552	1	Pedra Magica Nymph	Pedra Magica Nymph	Pedra Magica Nymph	Pedra Magica Nymph
553	1	Pedra Magica Sylph 	Pedra Magica Sylph 	Pedra Magica Sylph 	Pedra Magica Sylph 
554	1	Pedra Magica Salamander	Pedra Magica Salamander	Pedra Magica Salamander	Pedra Magica Salamander
555	1	Amiga Rune Stone Refiner	Amiga Rune Stone Refiner	Amiga Rune Stone Refiner	Amiga Rune Stone Refiner
556	1	Pedra Magica Gnome Refiner	Pedra Magica Gnome Refiner	Pedra Magica Gnome Refiner	Pedra Magica Gnome Refiner
557	1	Pedra Magica Nymph Refiner	Pedra Magica Nymph Refiner	Pedra Magica Nymph Refiner	Pedra Magica Nymph Refiner
558	1	Pedra Magica Sylph  Refiner	Pedra Magica Sylph  Refiner	Pedra Magica Sylph  Refiner	Pedra Magica Sylph  Refiner
559	1	Cone Hat	Cone Hat	Cone Hat	Cone Hat
560	1	Carnation	Carnation	Carnation	Carnation
561	1	Red Angel Suit	Red Angel Suit	Red Angel Suit	Red Angel Suit
562	1	Red Angel Pants	Red Angel Pants	Red Angel Pants	Red Angel Pants
563	1	Red Angel Shoes	Red Angel Shoes	Red Angel Shoes	Red Angel Shoes
564	1	World Cup	World Cup	World Cup	World Cup
565	0	Cowboy Hat	Cowboy Hat	Cowboy Hat	Cowboy Hat
566	0	Hiphop Shirt	Hiphop Shirt	Hiphop Shirt	Hiphop Shirt
567	0	Hiphop Pants	Hiphop Pants	Hiphop Pants	Hiphop Pants
568	1	Giga Mana Potion	Giga Mana Potion	Giga Mana Potion	Giga Mana Potion
569	1	Giga Electric Potion	Giga Electric Potion	Giga Electric Potion	Giga Electric Potion
570	1	Party Mask	Party Mask	Party Mask	Party Mask
571	1	Party Wear	Party Wear	Party Wear	Party Wear
572	1	Party Pants	Party Pants	Party Pants	Party Pants
573	1	Kailipton Meta Cape	Kailipton Meta Cape	Kailipton Meta Cape	Kailipton Meta Cape
574	1	Human Meta Cape	Human Meta Cape	Human Meta Cape	Human Meta Cape
575	1	Aidia Meta Wing	Aidia Meta Wing	Aidia Meta Wing	Aidia Meta Wing
576	1	Deer Horn	Deer Horn	Deer Horn	Deer Horn
577	1	Pet Head	Pet Head	Pet Head	Pet Head
578	1	Pet Body	Pet Body	Pet Body	Pet Body
579	1	Pet Wing	Pet Wing	Pet Wing	Pet Wing
580	1	Pet Foot	Pet Foot	Pet Foot	Pet Foot
581	1	Pet Tail	Pet Tail	Pet Tail	Pet Tail
582	1	Delta Horn	Delta Horn	Delta Horn	Delta Horn
583	1	Goat Horn	Goat Horn	Goat Horn	Goat Horn
584	1	Unicorn Horn	Unicorn Horn	Unicorn Horn	Unicorn Horn
585	1	Nose Horn	Nose Horn	Nose Horn	Nose Horn
586	1	Body Head	Body Head	Body Head	Body Head
587	1	Eagle Head	Eagle Head	Eagle Head	Eagle Head
588	1	Sea Lion Head	Sea Lion Head	Sea Lion Head	Sea Lion Head
589	1	Parrot Head	Parrot Head	Parrot Head	Parrot Head
590	1	Duck Head	Duck Head	Duck Head	Duck Head
591	1	Baby Dragon Head	Baby Dragon Head	Baby Dragon Head	Baby Dragon Head
592	1	Iron Body	Iron Body	Iron Body	Iron Body
593	1	Crust Body	Crust Body	Crust Body	Crust Body
594	1	Carapace Body	Carapace Body	Carapace Body	Carapace Body
595	1	Scale Body	Scale Body	Scale Body	Scale Body
596	1	Skelton Wing	Skelton Wing	Skelton Wing	Skelton Wing
597	1	Eagle Wing	Eagle Wing	Eagle Wing	Eagle Wing
598	1	Iron Wing	Iron Wing	Iron Wing	Iron Wing
599	1	Scale Wing	Scale Wing	Scale Wing	Scale Wing
600	1	Dragon Wing	Dragon Wing	Dragon Wing	Dragon Wing
601	1	Bat Wing	Bat Wing	Bat Wing	Bat Wing
602	1	Eagle Foot	Eagle Foot	Eagle Foot	Eagle Foot
603	1	Horse Foot	Horse Foot	Horse Foot	Horse Foot
604	1	Pig Foot	Pig Foot	Pig Foot	Pig Foot
605	1	Thorn Tail	Thorn Tail	Thorn Tail	Thorn Tail
606	1	Eagle Tail	Eagle Tail	Eagle Tail	Eagle Tail
607	1	Hammer Tail	Hammer Tail	Hammer Tail	Hammer Tail
608	1	Fork Tail	Fork Tail	Fork Tail	Fork Tail
609	1	Crocodile Tail	Crocodile Tail	Crocodile Tail	Crocodile Tail
610	1	Horn Tail	Horn Tail	Horn Tail	Horn Tail
611	1	Boldin Castle N.Gate Warp	Boldin Castle N.Gate Warp	Boldin Castle N.Gate Warp	Boldin Castle N.Gate Warp
612	1	Boldin Castle S.Gate Warp	Boldin Castle S.Gate Warp	Boldin Castle S.Gate Warp	Boldin Castle S.Gate Warp
613	1	Energy Ball	Energy Ball	Energy Ball	Energy Ball
614	1	Bulkan Egg Wrapper	Bulkan Egg Wrapper	Bulkan Egg Wrapper	Bulkan Egg Wrapper
615	1	Kailipton Egg Wrapper	Kailipton Egg Wrapper	Kailipton Egg Wrapper	Kailipton Egg Wrapper
616	1	Aidia Egg Wrapper	Aidia Egg Wrapper	Aidia Egg Wrapper	Aidia Egg Wrapper
617	1	Human Egg Wrapper	Human Egg Wrapper	Human Egg Wrapper	Human Egg Wrapper
618	1	Apple	Apple	Apple	Apple
619	1	Fruits Basket	Fruits Basket	Fruits Basket	Fruits Basket
620	1	Pet Name Tag	Pet Name Tag	Pet Name Tag	Pet Name Tag
621	1	100 Laim Envelope	100 Laim Envelope	100 Laim Envelope	100 Laim Envelope
622	1	500 Laim Envelope	500 Laim Envelope	500 Laim Envelope	500 Laim Envelope
623	1	1000 Laim Envelope	1000 Laim Envelope	1000 Laim Envelope	1000 Laim Envelope
624	1	Teurus Helmet	Teurus Helmet	Teurus Helmet	Teurus Helmet
625	1	Star Soul Mask	Star Soul Mask	Star Soul Mask	Star Soul Mask
626	1	Fire Helmet	Fire Helmet	Fire Helmet	Fire Helmet
627	1	Tai Shirts	Tai Shirts	Tai Shirts	Tai Shirts
628	1	Teurus Armor	Teurus Armor	Teurus Armor	Teurus Armor
629	1	Star Soul Suit	Star Soul Suit	Star Soul Suit	Star Soul Suit
630	1	Fire Armor	Fire Armor	Fire Armor	Fire Armor
631	1	Teurus Pants	Teurus Pants	Teurus Pants	Teurus Pants
632	1	Star Soul Pants	Star Soul Pants	Star Soul Pants	Star Soul Pants
633	1	Fire Pants	Fire Pants	Fire Pants	Fire Pants
634	1	Teurus Boots	Teurus Boots	Teurus Boots	Teurus Boots
635	1	Star Soul Boots	Star Soul Boots	Star Soul Boots	Star Soul Boots
636	1	Fire Boots	Fire Boots	Fire Boots	Fire Boots
637	1	Bulkan Cloak	Bulkan Cloak	Bulkan Cloak	Bulkan Cloak
638	1	School Shirts	School Shirts	School Shirts	School Shirts
639	1	School Pants	School Pants	School Pants	School Pants
640	1	Tai  Pants	Tai  Pants	Tai  Pants	Tai  Pants
641	1	Teurus Sword	Teurus Sword	Teurus Sword	Teurus Sword
642	1	Crash Axe	Crash Axe	Crash Axe	Crash Axe
643	1	Soul Staff	Soul Staff	Soul Staff	Soul Staff
644	1	Matrix Rifle	Matrix Rifle	Matrix Rifle	Matrix Rifle
645	1	Million Cloak	Million Cloak	Million Cloak	Million Cloak
646	1	Green Cloak	Green Cloak	Green Cloak	Green Cloak
647	1	Blue Cloak	Blue Cloak	Blue Cloak	Blue Cloak
648	1	Green Cloak	Green Cloak	Green Cloak	Green Cloak
649	1	1000 Laim Envelope 2	1000 Laim Envelope 2	1000 Laim Envelope 2	1000 Laim Envelope 2
650	1	5000 Laim Envelope 2	5000 Laim Envelope 2	5000 Laim Envelope 2	5000 Laim Envelope 2
651	1	100000 Laim Envelope 2	100000 Laim Envelope 2	100000 Laim Envelope 2	100000 Laim Envelope 2
652	1	Deer Horn	Deer Horn	Deer Horn	Deer Horn
653	1	Delta Horn	Delta Horn	Delta Horn	Delta Horn
654	1	Goat Horn	Goat Horn	Goat Horn	Goat Horn
655	1	Unicorn Horn	Unicorn Horn	Unicorn Horn	Unicorn Horn
656	1	Nose Horn	Nose Horn	Nose Horn	Nose Horn
657	1	Pet Head	Pet Head	Pet Head	Pet Head
658	1	Iron Head	Iron Head	Iron Head	Iron Head
659	1	Eagle Head	Eagle Head	Eagle Head	Eagle Head
660	1	Sea Lion Head	Sea Lion Head	Sea Lion Head	Sea Lion Head
661	1	Parrot Head	Parrot Head	Parrot Head	Parrot Head
662	1	Duck Head	Duck Head	Duck Head	Duck Head
663	1	Baby Dragon Head	Baby Dragon Head	Baby Dragon Head	Baby Dragon Head
664	1	Pet Body	Pet Body	Pet Body	Pet Body
665	1	Iron Body	Iron Body	Iron Body	Iron Body
666	1	Crust Body	Crust Body	Crust Body	Crust Body
667	1	Carapace Body	Carapace Body	Carapace Body	Carapace Body
668	1	Scale Body	Scale Body	Scale Body	Scale Body
669	1	Pet Wing	Pet Wing	Pet Wing	Pet Wing
670	1	Skelton Wing	Skelton Wing	Skelton Wing	Skelton Wing
671	1	Eagle Wing	Eagle Wing	Eagle Wing	Eagle Wing
672	1	Iron Wing	Iron Wing	Iron Wing	Iron Wing
673	1	Scale Wing	Scale Wing	Scale Wing	Scale Wing
674	1	Dragon Wing	Dragon Wing	Dragon Wing	Dragon Wing
675	1	Bat Wing	Bat Wing	Bat Wing	Bat Wing
676	1	Pet Foot	Pet Foot	Pet Foot	Pet Foot
677	1	Eagle Foot	Eagle Foot	Eagle Foot	Eagle Foot
678	1	Horse Foot	Horse Foot	Horse Foot	Horse Foot
679	1	Pig Foot	Pig Foot	Pig Foot	Pig Foot
680	1	Pet Tail	Pet Tail	Pet Tail	Pet Tail
681	1	Thorn Tail	Thorn Tail	Thorn Tail	Thorn Tail
682	1	Eagle Tail	Eagle Tail	Eagle Tail	Eagle Tail
683	1	Hammer Tail	Hammer Tail	Hammer Tail	Hammer Tail
684	1	Fork Tail	Fork Tail	Fork Tail	Fork Tail
685	1	Crocodile Tail	Crocodile Tail	Crocodile Tail	Crocodile Tail
686	1	Horn Tail	Horn Tail	Horn Tail	Horn Tail
687	1	Team Battle Potion	Team Battle Potion	Team Battle Potion	Team Battle Potion
688	1	Attacking Potion	Attacking Potion	Attacking Potion	Attacking Potion
689	1	Stealth Device	Stealth Device	Stealth Device	Stealth Device
690	0	Mine	Mine	Mine	Mine
691	1	Team Battle Flag	Team Battle Flag	Team Battle Flag	Team Battle Flag
693	1	Chakuram	Chakuram	Chakuram	Chakuram
695	1	Collecting Device	Collecting Device	Collecting Device	Collecting Device
696	1	Bulkan White Knight Helmet	Bulkan White Knight Helmet	Bulkan White Knight Helmet	Bulkan White Knight Helmet
697	1	Kailipton White Knight Helmet	Kailipton White Knight Helmet	Kailipton White Knight Helmet	Kailipton White Knight Helmet
698	1	Aidia White Knight Helmet	Aidia White Knight Helmet	Aidia White Knight Helmet	Aidia White Knight Helmet
699	1	Human White Knight Helmet	Human White Knight Helmet	Human White Knight Helmet	Human White Knight Helmet
700	1	Bulkan White Knight Armor	Bulkan White Knight Armor	Bulkan White Knight Armor	Bulkan White Knight Armor
701	1	Kailipton White Knight Armor	Kailipton White Knight Armor	Kailipton White Knight Armor	Kailipton White Knight Armor
702	1	Aidia White Knight Armor	Aidia White Knight Armor	Aidia White Knight Armor	Aidia White Knight Armor
703	1	Human White Knight Armor	Human White Knight Armor	Human White Knight Armor	Human White Knight Armor
704	1	Bulkan White Knight Pants	Bulkan White Knight Pants	Bulkan White Knight Pants	Bulkan White Knight Pants
705	1	Kailipton White Knight Pants	Kailipton White Knight Pants	Kailipton White Knight Pants	Kailipton White Knight Pants
706	1	Aidia White Knight Pants	Aidia White Knight Pants	Aidia White Knight Pants	Aidia White Knight Pants
707	1	Human White Knight Pants	Human White Knight Pants	Human White Knight Pants	Human White Knight Pants
708	1	Bulkan White Knight Boots	Bulkan White Knight Boots	Bulkan White Knight Boots	Bulkan White Knight Boots
709	1	Kailipton White Knight Boots	Kailipton White Knight Boots	Kailipton White Knight Boots	Kailipton White Knight Boots
710	1	Aidia White Knight Boots	Aidia White Knight Boots	Aidia White Knight Boots	Aidia White Knight Boots
711	1	Human White Knight Boots	Human White Knight Boots	Human White Knight Boots	Human White Knight Boots
712	1	Shadow Helmet	Shadow Helmet	Shadow Helmet	Shadow Helmet
713	1	Shadow Armor	Shadow Armor	Shadow Armor	Shadow Armor
714	1	Shadow Pants	Shadow Pants	Shadow Pants	Shadow Pants
715	1	Shadow Boots	Shadow Boots	Shadow Boots	Shadow Boots
716	0	Magic Scroll	Magic Scroll	Magic Scroll	Magic Scroll
717	0	Spell Book (Kailipton)	Spell Book (Kailipton)	Spell Book (Kailipton)	Spell Book (Kailipton)
718	0	Aidia Rune	Aidia Rune	Aidia Rune	Aidia Rune
720	0	Kailipton Wand	Kailipton Wand	Kailipton Wand	Kailipton Wand
722	0	Bullet	Bullet	Bullet	Bullet
723	0	Mini-Device	Mini-Device	Mini-Device	Mini-Device
724	1	Assassino	Assassino	Assassino	Assassino
725	1	Demolicao	Demolicao	Demolicao	Demolicao
726	1	Assassino Pesado	Assassino Pesado	Assassino Pesado	Assassino Pesado
727	1	Demolicao Pesada	Demolicao Pesada	Demolicao Pesada	Demolicao Pesada
728	1	Poder Assassino	Poder Assassino	Poder Assassino	Poder Assassino
729	1	Poder de Demolicao	Poder de Demolicao	Poder de Demolicao	Poder de Demolicao
730	1	Dragao Assassino	Dragao Assassino	Dragao Assassino	Dragao Assassino
731	1	Petrify Chakuram	Petrify Chakuram	Petrify Chakuram	Petrify Chakuram
732	1	Stun Chakuram	Stun Chakuram	Stun Chakuram	Stun Chakuram
733	1	Heavy Chakuram	Heavy Chakuram	Heavy Chakuram	Heavy Chakuram
734	1	Power Chakuram	Power Chakuram	Power Chakuram	Power Chakuram
735	1	Heavy Stun Chakuram	Heavy Stun Chakuram	Heavy Stun Chakuram	Heavy Stun Chakuram
736	1	Power Stun Chakuram	Power Stun Chakuram	Power Stun Chakuram	Power Stun Chakuram
737	1	Magic Chakuram	Magic Chakuram	Magic Chakuram	Magic Chakuram
738	1	Slash Chakuram	Slash Chakuram	Slash Chakuram	Slash Chakuram
739	1	Pedra Para Amolar/Afiar(500)	Pedra Para Amolar/Afiar (500)	Pedra Para Amolar/Afiar(500)	Pedra Para Amolar/Afiar(500)
740	1	Charging Cannon	Charging Cannon	Charging Cannon	Charging Cannon
741	1	Flame Thrower	Flame Thrower	Flame Thrower	Flame Thrower
742	1	Laser Weapon	Laser Weapon	Laser Weapon	Laser Weapon
743	1	Mine Layer	Mine Layer	Mine Layer	Mine Layer
744	1	Rocket Gun	Rocket Gun	Rocket Gun	Rocket Gun
745	1	Charging Cannon-MK1	Charging Cannon-MK1	Charging Cannon-MK1	Charging Cannon-MK1
746	1	Flame Thrower-MK1	Flame Thrower-MK1	Flame Thrower-MK1	Flame Thrower-MK1
747	1	Laser Weapon-MK1	Laser Weapon-MK1	Laser Weapon-MK1	Laser Weapon-MK1
748	1	Mine Layer-MK1	Mine Layer-MK1	Mine Layer-MK1	Mine Layer-MK1
749	1	Rocket Gun-MK1	Rocket Gun-MK1	Rocket Gun-MK1	Rocket Gun-MK1
750	1	Charging Cannon-MK2	Charging Cannon-MK2	Charging Cannon-MK2	Charging Cannon-MK2
751	1	Flame Thrower-MK2	Flame Thrower-MK2	Flame Thrower-MK2	Flame Thrower-MK2
752	1	Laser Weapon-MK2	Laser Weapon-MK2	Laser Weapon-MK2	Laser Weapon-MK2
753	1	Mine Layer-MK2	Mine Layer-MK2	Mine Layer-MK2	Mine Layer-MK2
754	1	Rocket Gun-MK2	Rocket Gun-MK2	Rocket Gun-MK2	Rocket Gun-MK2
755	1	Rocket Launcher	Rocket Launcher	Rocket Launcher	Rocket Launcher
756	1	Nuclear	Nuclear	Nuclear	Nuclear
757	1	Capsula CC	Capsula CC	Capsula CC	Capsula CC
758	1	Carregador CC	Carregador CC	Carregador CC	Carregador CC
759	1	Capsula Flame 	Capsula Flame 	Capsula Flame 	Capsula Flame 
760	1	Capsula Flame Grande	Capsula Flame Grande	Capsula Flame Grande	Capsula Flame Grande
