ID	KOREA	JAPAN	ENGLISH	THAI
323	Taxa de Ataque Minimo %d Aumenta	????????%d	Taxa de Ataque Minimo %d Aumenta	????????????????????????????? %d
324	Do not leave any spaces between letters.	??????????????	Do not leave any spaces between letters.	???????????????????????????????
325	Incorrect amount. Enter again	?????????????????????	Incorrect amount. Enter again	??????????????? ??????????????????????????
326	Enter an amount in hundreds	?????????100???????????	Enter an amount in hundreds	??????????????????? 100
327	O numero digitado esta incorreto, tente novamente	?????????????????????	O numero digitado esta incorreto, tente novamente	???????????????????? ????????????????
328	 Lime insuficiente, Tente novamente	???????????????????	 Lime insuficiente, Tente novamente	??????lime?????????? ????????????????
329	Se falhar no +5, voce perdera todas as joias, deseja prosseguir?	+5????????????????????????????	Se falhar no +5, voce perdera todas as joias, deseja prosseguir?	???????????????????????????????????? +5 ???????????????????? ????????????????????????????????
330	Absorcao de Dano %d%%	??????? %d%%	Absorcao de Dano %d%%	Absorcao de Dano %d%%
331	Digite a quantia que sera depositada	????????????????	 Digite a quantia que sera depositada	?????????????????????????
332	Digite a quantia que sera retirada	????????????????	Digite a quantia que sera retirada	?????????????????????????
333	Este item nao pode ser trocado	???????????????????	Este item nao pode ser trocado	?????????????????????????????????
334	Campo de Shilon	???????	Campo de Shilon	Campo de Shilon
335	Electric Energy used Aumenta: %d %%	???????????: %d %%	Electric Energy used Aumenta: %d %%	Electric Energy used Aumenta: %d %%
336	Aiming distance Aumenta: %.1f meter	???????: %.f ????	Aiming distance Aumenta: %.1f meter	Aiming distance Aumenta: %.1f meter
337	Used energy of Initial Electric power: %d	?????????: %d	Used energy of Initial Electric power: %d	Used energy of Initial Electric power: %d
338	Used energy of Electric Energy power per 10 seconds: %d	10??????????? : %d	Used energy of Electric Energy power per 10 seconds: %d	Used energy of Electric Energy power per 10 seconds: %d
339	Viewing distance: %d meter	?????: %d ????	Viewing distance: %d meter	Viewing distance: %d meter
340	Place one chipped gem in the trading window	??????????????????	Place one chipped gem in the trading window	?????????????????????????????????/??????????
341	Select a lucky number	????????????	Select a lucky number	??????????????????????????????
342	If you pick the winning number, you will receive a gem or a high Nivel chipped gem	?????????????	If you pick the winning number, you will receive a gem or a high Nivel chipped gem	?????????? ??????????????????????????????????????? ???????????????????????
343	LHSTRING343	???????????	LHSTRING343	LHSTRING343
344	Chipped gem in1st Grade->Win: Gem, Lose: Chipped Gem in 2nd Grade	1??????->???:??????:2??????	Chipped gem in1st Grade->Win: Gem, Lose: Chipped Gem in 2nd Grade	?????????? 1 -> ?????? : ?????????????????? ??????? : ????????????? 2
345	Chipped Gem in 2nd Grade->Win: Chipped Gem in1st Grade, Lose: Chipped Gem in 3rd Grade	2??????->???:1??????? ???:3??????	Chipped Gem in 2nd Grade->Win: Chipped Gem in1st Grade, Lose: Chipped Gem in 3rd Grade	?????????? 2 -> ?????? : ????????????? 1 ??????? : ????????????? 3
346	Chipped Gem in 3rd Grade->Win: Chipped Gem in 2nd Grade, Lose: Gem disappears	3??????->???:2??????? ???:?????????	Chipped Gem in 3rd Grade->Win: Chipped Gem in 2nd Grade, Lose: Gem disappears	?????????? 3 -> ?????? : ????????????? 2 ??????? : ???????????
347	Different types of chips are mixed together	?????????????????	Different types of chips are mixed together	????????????????????? ????????????????????????????
348	The type of this item is different	???????????	The type of this item is different	??????????????????????
349	You need 5 chips	5??????????	You need 5 chips	??????????????? 5 ???
350	You need a chip	1??????????	You need a chip	?????????
351	Lime insuficiente	???????????????	Lime insuficiente	???? lime ??????????
352	You need %d lime to exchange your item.	??????????? %d ???????	You need %d lime to exchange your item.	??????????????????? lime %d ??????????????????????????
353	You can exchange a normal item only	???????????????????	You can exchange a normal item only	????????????????????????????????????????????????????
354	O Cristal de Shilon foi movido para a sala de Shilon Master	????????????????????????????????	O Cristal de Shilon foi movido para a sala de Shilon Master	Crystal ???????????????????????? Shilon
355	Vulgar and offensive names will be deleted without notice.(Offensive and sexually explicit language, etc.)	???????????????????????????	Vulgar and offensive names will be deleted without notice.(Offensive and sexually explicit language, etc.)	?????????????????????????????????????????????????????????????
356	You have received a request to refine a gem from %s player	%s ???????????????	You have received a request to refine a gem from %s player	??????? %s ???????????????????? refine gem
357	Enter the amount	???????????	Enter the amount	?????????
358	Only one Refining Agent is necessary	????????	Only one Refining Agent is necessary	Refining agent ????????????????????????
359	You need 2 Magic Stones and one Refining Agent.	??2???????????	You need 2 Magic Stones and one Refining Agent.	?????????? Magic stone ??????? ??? refining agent ?????
360	No Refining Agent.	??????????	No Refining Agent.	??????????????????????
361	You cannot refine a gem with your current Nivel.	????????????????	You cannot refine a gem with your current Nivel.	?????????????? Refine Gem ??????????????? Nivel ??????????
362	You need 2 Magic Stones.	????????????????	You need 2 Magic Stones.	???????????? Magic stone ???????
363	Wrong tyupe of Refining Agent.	????????????	Wrong tyupe of Refining Agent.	Refining agent ??????????
364	Check the Magic Stone that you want to refine.	???????????????	Check the Magic Stone that you want to refine.	??????? Magic Stone ???????????? Refine
365	Falha ao adicionar opcao especial	????????????????	Falha ao adicionar opcao especial	???????? Option ???????
366	Opcao especial adicionada com sucesso	??????????????	Opcao especial adicionada com sucesso	???????? Option ??????
367	The special option has been lowered by one Nivel	????????????????	The special option has been lowered by one Nivel	????????????
368	Refining with player	?????	Refining with player	??? Refine ??????????
369	Taxa reduzida de Dano Magico %d%% diminui	????????? %d%% ???	Taxa reduzida de Dano Magico %d%% diminui	Taxa reduzida de Dano Magico %d%% diminui
370	Taxa de Dano Magico %d%% Aumenta	????????? %d%% ????	Taxa de Dano Magico %d%% Aumenta	Taxa de Dano Magico %d%% Aumenta
371	Dano Magico Basico %d Aumenta	???????? %d ??	Dano Magico Basico %d Aumenta	Dano Magico Basico %d Aumenta
372	Dano Magico %d%% Aumenta	?????? %d%% ??	Dano Magico %d%% Aumenta	Dano Magico %d%% Aumenta
373	Ataque Critico Magico %d%%	??????????? %d%%	Ataque Critico Magico %d%%	Ataque Critico Magico %d%%
374	Ataque Magico Fatal %d%%	??????????? %d%%	Ataque Magico Fatal %d%%Ataque Magico Fatal %d%%
375	Velocidade Magica %d%% Aumenta	?????? %d%% ??	Velocidade Magica %d%% Aumenta	Velocidade Magica %d%% Aumenta
376	Dano Especial %d Aumenta	?????? %d ??	Dano Especial %d Aumenta	Dano Especial %d Aumenta
377	 Taxa de Defesa %d Aumenta	??? %d ??	 Taxa de Defesa %d Aumenta	Taxa de Defesa %d Aumenta
378	 Taxa de Defesa %d%% Aumenta	??? %d%%  ??	 Taxa de Defesa %d%% Aumenta	Taxa de Defesa %d%% Aumenta
379	Defesa Magica Especial %d Aumenta	????? %d ??	Defesa Magica Especial %d Aumenta	Defesa Magica Especial %d Aumenta
380	*PM*	*???*	*PM*	*PM*
381	*GUILD*	*GUILD*	*GUILD*	*GUILD*
382	*Grupo*	*Grupo*	*Grupo*	*Grupo*
383	//Deny request to whisper	//nc	//Deny request to whisper	//????????????
384	//Exchange	//ex 	//Exchange	//??????
385	//Refine	//refine 	//Refine	//?????
386	//Party	//party 	//Party	//???????
387	Dekardi	????????	Dekardi	Dekardi
388	Salanos Harbor	??????	Salanos Harbor	Salanos Harbor
389	Neo Rhasa Camp	??????????	Neo Rhasa Camp	Neo Rhasa Camp
390	Mutant	?????? 	Mutant	Mutant
391	not decided	??	not decided	?????????????????
392	You need 10 million limes to apply for a siege castle war	??????????200?GOLD??	You need 10 million limes to apply for a siege castle war	??????????????? 10 ???? lime ???????????????????????
393	Will you proceed to apply for a siege castle war?	????????????	Will you proceed to apply for a siege castle war?	???????????????????????????????????? ?
394	A castle siege war has already applied for	?????????????	A castle siege war has already applied for	????????????????????????????
395	The time of war has not been set yet.	??????????????	The time of war has not been set yet.	???????????????????????????????
396	When will you start the war?	?????????????????	When will you start the war?	???????????????????????????????
397	The time and date of the war has been set.	?????????????	The time and date of the war has been set.	??????????????????????????????????????
398	You cannot apply for a siege castle war yet.	??????????????????	You cannot apply for a siege castle war yet.	???????????????????????????????????? 
399	From %d ~ to %d	%d? ? %d?	From %d ~ to %d	??? %d ~ %d
400	Enter the amount you want to wthdraw.	?????????????????	Enter the amount you want to wthdraw.	????????????????????????????
401	Do not leave any spaces empty.	?????????????????	Do not leave any spaces empty.	?????????????????????????
402	Do not enter any letter. Only numbers are allowed.	????????????????????	Do not enter any letter. Only numbers are allowed.	???????????????? ?????????????????????????
403	Not enough money to pay taxes.	???????????????	Not enough money to pay taxes.	??????????????????????
404	Multiple Attack	????	Multiple Attack	Multiple Attack
405	% Dano	% ????	% Dano	% Dano
406	Normal Attack	????	Normal Attack	Normal Attack
407	Normal	?	Normal	Normal
408	Above average	????	Above average	Above average
409	High	??	High	High
410	Very High	?????	Very High	Very High
411	Normal Fire	????	Normal Fire	Normal Fire
412	Advanced Fire	????	Advanced Fire	Advanced Fire
413	Fire guard tower	?????	Fire guard tower	Fire guard tower
414	Great Fire	????	Great Fire	Great Fire
415	Normal Lightning	?????	Normal Lightning	Normal Lightning
416	Advanced Lightning	?????	Advanced Lightning	Advanced Lightning
417	Lightning guard tower	????	Lightning guard tower	Lightning guard tower
418	Great Lightning	?????	Great Lightning	Great Lightning
419	Normal Stone	??????	Normal Stone	Normal Stone
420	Advanced Stone	??????	Advanced Stone	Advanced Stone
421	Stone guard tower	?????	Stone guard tower	Stone guard tower
422	Great Stone	??????	Great Stone	Great Stone
423	Clay	??	Clay	Clay
424	Stone	??	Stone	Stone
425	Steel	??	Steel	Steel
426	Normal	??	Normal	Normal
427	Medium	??	Medium	Medium
428	Very High	?????	Very High	Very High
429	None	??	None	None
430	Normal	??	Normal	Normal
431	Above Average	????	Above Average	Above Average
432	Strong	??	Strong	Strong
433	Very Strong	?????	Very Strong	Very Strong
434	%d point	%d ????	%d point	%d ????
435	%d point	%d ????	%d point	%d ????
436	%d point	%d ????	%d point	%d ????
437	%d second	%d?	%d second	%d ??????
438	The Shilon Crystal moved to the Shilon Master Room	??????????????????????????	The Shilon Crystal moved to the Shilon Master Room	Crystal ????????????????????????
439	Cost : 100,000 limes	?? : 100,000 ????	Cost : 100,000 limes	???? : 100,000 lime
440	You cannot acquire the item right now.	???????????????	You cannot acquire the item right now.	?????????????????????????????
441	%d hours and %d minutes are left before hatch	?????? %d?? %d?????	%d hours and %d minutes are left before hatch	%d ??????? %d ???? ????????????????
442	You cannot buy any more items	??????????????	You cannot buy any more items	?????????????????????????
443	%s Function of denying whisper has been turned off.	%s ???????????????	%s Function of denying whisper has been turned off.	????????????????????? %s
444	%s Denies player %s whispering.	%s ?????????????	%s Denies player %s whispering.	%s ?????????????????????? %s
445	Dano returned to Monster: %d%%	????????????: %d%%	Dano returned to Monster: %d%%	Dano returned to Monster: %d%%
446	Vitality: %d	???: %d	Vitality: %d	HP: %d
447	Attacking power in Long distance: %d	??????: %d	Attacking power in Long distance: %d	Attacking power in Long distance: %d
448	Attack power in close distance: %d	??????: %d	Attack power in close distance: %d	Attack power in close distance: %d
449	Defense power in Long distance: %d	??????: %d	Defense power in Long distance: %d	Defense power in Long distance: %d
450	Defense power in close distance: %d	??????: %d	Defense power in close distance: %d	Defense power in close distance: %d
451	Speed: %d	????: %d	Speed: %d	Speed: %d
452	Collecting Nivel: %d	?????: %d	Collecting Nivel: %d	Collecting Nivel: %d
453	Experience Nivel of Purchasing: %d	?????: %d	Experience Nivel of Purchasing: %d	Experience Nivel of Purchasing: %d
454	Experience Nivel of Compensation: %d	?????: %d	Experience Nivel of Compensation: %d	Experience Nivel of Compensation: %d
455	Experience Nivel of Consumption: %d	?????: %d	Experience Nivel of Consumption: %d	Experience Nivel of Consumption: %d
456	Nao pode ser guardado no deposito	?????????????	Nao pode ser guardado no deposito	??????????????
457	No horn	???	No horn	????????
458	%d min %d sec	%d? %d?	%d min %d sec	%d min %d sec
459	Not enough money.	????????	Not enough money.	??????????????
460	You can raise a pet after reaching Nivel 90.	???90????????????????	You can raise a pet after reaching Nivel 90.	??????????????????????????????????? Nivel 90 ????
461	Not enough money.	????????	Not enough money.	??????????????
462	You cannot buy any more items	?????????????	You cannot buy any more items	?????????????????????????
463	You are not raising a pet.	???????????	You are not raising a pet.	??????????????????????????
464	Your pet has not been hatched yet.	??????????????????	Your pet has not been hatched yet.	??????????????????????????
465	Your pet is now in custody.	?????????????????	Your pet is now in custody.	????????????????????????????
466	Enter the name of Team	?????????????????	Enter the name of Team	???????????
467	No blank in team name is allowed.	??????????????????????????	No blank in team name is allowed.	???????????????????????
468	Enter the amount for the team battle	???????????????	Enter the amount for the team battle	?????????????????????? Team Battle
469	The amount you entered is not correct.	??????????????	The amount you entered is not correct.	??????????????????????????
